Player,Tier,Team,GP,W,L,bc_name,bc_games,shooting_pct,score,boost_per_min,avg_boost,boost_stolen,pct_zero_boost,avg_speed,pct_supersonic,pct_high_air,dist_to_ball,pct_offensive_third,demos_inflicted,demos_taken,win_pct
Panda,Challenger,Gold Hoarders,32,22,10,Panda,32,40.531326750000005,377.28125,381.78400500000004,46.25376675,495.6875,13.242703375,1480.3946750000002,9.7255937875,2.7667338125,2956.8915875,22.020994625,1.09375,0.9375,0.6875
13,Veteran,Dogfight,32,19,13,13,32,28.234151124999997,376.8125,420.71001249999995,50.66260512499999,549.53125,11.440338375000001,1591.1682250000001,14.3110495,4.154853987500001,3121.1809,23.74735425,0.96875,0.875,0.59375
Dokreo,Veteran,Middy Meowers,31,17,14,Dokreo,32,27.73809475,378.75,426.80253375,50.58231575,470.59375,13.620328125,1583.7384249999998,20.19312075,3.9343726375,2921.19965,18.3997169375,1.1875,1.0,0.5483870967741935
Sloth,Amateur,Bombers,32,16,16,Sloth,28,46.76122057142857,398.57142857142856,296.5999871428571,52.036326714285714,408.42857142857144,9.155833685714287,1381.2297571428571,7.266982457142857,2.2534877142857144,2719.7769999999996,22.23189342857143,0.75,0.8571428571428571,0.5
solurr,Elite,Kings,32,13,19,solurr,28,32.32993157142857,349.82142857142856,371.3333371428572,48.71321157142857,512.6785714285714,10.499067785714287,1505.3618428571428,11.157270857142858,4.841487914285715,2893.200285714286,20.083991714285713,0.6785714285714286,1.5,0.40625
Tyyphoon454,Rival,Jets,32,18,14,Tyyphoon454,32,31.558684375,372.03125,359.76517,49.56445074999999,501.4375,9.198493875,1462.796,12.463161375,3.8504083624999996,2990.9296624999997,20.643837,1.53125,1.3125,0.5625
Eggie D,Elite,Afterburners,32,13,19,Eggie D,28,38.035019999999996,366.85714285714283,429.0509771428572,46.182194428571435,495.07142857142856,14.302333428571428,1534.7436571428573,12.158573928571428,4.6431985,2869.3623285714284,20.262458142857145,1.5357142857142858,1.25,0.40625
No Mechs. HELP,Contender,Rollers,28,20,8,No Mechs. HELP,28,37.545133892857145,424.5,403.0572478571429,47.70560514285713,518.8928571428571,14.552184428571431,1493.0974178571428,12.057808821428571,4.802743889285715,2997.4531142857145,22.86620575,0.5000000035714286,0.5357142899999999,0.7142857142857143
Gyarados-_-,Rival,Kitsune,31,17,14,Gyarados-_-,31,33.38360606451612,383.35483870967744,418.6024477419355,51.19306864516128,545.8387103225806,13.801569290322579,1558.3614870967742,15.269504612903228,5.675474783870967,2729.506577419355,21.176422225806455,1.1612903258064518,1.1935483870967742,0.5483870967741935
Jimbo,Master,Diplomats,32,12,20,Jimbo,32,30.778185999999998,370.5625,443.56824,44.14666125,587.84375,15.237817999999999,1601.1449375,18.0259315,4.543259725,2840.447225,20.481607124999996,1.15625,1.1875,0.375
