Player,sid,season,games,tier,goals,assists,saves,shots,score,shooting_pct,boost_per_min,avg_boost,boost_stolen,avg_speed,pct_supersonic,dist_to_ball,pct_offensive_third,demos_inflicted
Pure_Pusher,b1efe5ec1dfb4188bee98ab9aafb16f8,S24,58,Challenger,0.897,0.569,0.914,2.534,333.155,33.445,351.522,47.797,474.31,1471.843,9.482,2903.303,23.001,0.948
Spul4k,b148fcf2bf54431ebd009d0f07966ea5,S24,44,Challenger,0.727,0.386,1.341,2.091,309.795,31.819,361.214,50.677,543.409,1487.455,12.663,3158.789,20.268,1.159
GET2DACHOPPA5,af9381f4df5e479099b33a56eeda3104,S24,26,Challenger,0.615,0.423,1.462,2.385,328.731,22.124,305.184,53.298,540.423,1387.255,7.436,3200.642,20.861,1.615
Lorak,76561198005981991,S24,60,Challenger,0.783,0.317,1.633,2.567,351.083,31.164,368.049,49.249,542.483,1467.532,11.397,3210.077,19.392,2.0
ShiftDrink,a3755dac3d894b8f849f0c363589c6d4,S24,42,Challenger,0.833,0.143,1.333,2.476,323.976,36.165,302.454,45.419,362.048,1419.356,7.31,2908.01,20.278,0.643
Squirrel,76561199200657587,S24,42,Challenger,0.833,0.69,1.333,2.81,382.286,29.655,406.612,47.045,588.762,1515.982,13.717,2890.377,22.846,1.667
Tryhard goblin,Tryhard goblin,S24,55,Challenger,0.582,0.545,1.418,2.273,347.073,25.384,299.538,51.927,439.873,1425.897,9.777,3018.68,20.884,0.8
ValuedSquash465,ValuedSquash465,S24,13,Challenger,0.462,0.769,1.154,2.308,320.231,15.726,433.26,48.527,472.538,1607.2,19.816,2916.012,19.637,0.538
CagiestSafe6,CagiestSafe6,S24,55,Challenger,1.091,0.582,1.455,2.836,409.327,38.058,420.202,45.666,423.964,1527.749,13.101,2939.239,19.899,0.673
Cr1m5on_RL,Cr1m5on_RL,S24,47,Challenger,0.702,0.553,0.915,2.362,308.574,26.297,406.418,47.973,493.915,1580.561,14.035,2936.25,20.707,0.894
ImZalama,ImZalama,S24,53,Challenger,0.83,0.472,1.132,2.736,326.981,29.113,336.298,52.967,576.83,1518.921,12.343,2882.77,24.395,0.943
SWZYY GN,SWZYY GN,S24,49,Challenger,0.551,0.571,1.449,2.408,344.633,22.763,368.422,51.454,459.959,1527.114,11.968,2985.107,19.683,0.653
StaRazor,StaRazor,S24,32,Challenger,0.719,0.813,1.719,2.438,376.094,28.252,339.723,52.821,412.031,1449.487,9.912,3271.1,17.23,0.688
Vvreze,Vvreze,S24,57,Challenger,0.912,0.561,1.105,2.614,353.719,32.317,383.254,49.672,456.439,1512.684,11.254,3047.428,19.074,1.123
xEaglex20X,57179abd813547979ee9d49c3e36f530,S24,4,Challenger,0.25,0.75,2.0,0.75,295.25,16.667,388.337,48.111,522.25,1426.21,10.157,3064.566,20.465,1.0
7aco104,76561198121853590,S24,56,Challenger,0.946,0.446,1.018,2.75,342.875,35.535,381.389,44.765,502.875,1512.699,11.457,2984.853,21.721,1.071
AZoroARK,e976e9c6af544dbf922d1e25f25ba762,S24,22,Challenger,0.591,0.5,1.227,2.136,296.636,25.595,336.15,44.468,433.0,1425.069,9.2,3181.222,22.294,0.773
Honey x Badger3,Honey x Badger3,S24,44,Challenger,0.773,0.818,1.045,3.091,354.909,24.673,383.731,49.152,491.159,1511.514,11.8,2959.313,24.55,1.386
Jarrod81535,c110b687a18348fd9dbb495dc33c911b,S24,58,Challenger,1.017,0.603,1.345,3.259,387.155,30.16,356.797,52.241,490.983,1488.395,12.738,3053.695,20.146,1.155
Shogun,76561198016477150,S24,57,Challenger,0.842,0.404,1.105,2.737,324.895,29.033,338.071,59.522,602.053,1420.485,9.337,3151.225,22.618,0.965
xypheron,76561198119568981,S24,28,Challenger,0.643,0.607,1.179,2.929,329.357,20.372,336.532,45.18,469.607,1426.035,8.053,2845.389,24.987,0.571
Cwuzzy,8c94a73fba9a4a23b010d3ca5c934edc,S24,8,Challenger,0.875,0.5,1.5,2.5,385.125,33.838,351.41,50.554,420.625,1438.723,10.792,3181.593,15.303,1.25
LoneDrifter.,6f680512c22a4778bbbd1526c6f8df71,S24,58,Challenger,0.793,0.603,1.224,2.397,342.672,32.786,372.149,48.623,410.259,1488.763,11.646,2966.229,18.097,0.655
Midnight,76561198861529270,S24,48,Challenger,1.292,0.562,1.292,3.146,438.104,41.152,381.873,48.262,352.292,1510.025,11.76,3116.379,17.993,0.958
StruttRL,76561198033380824,S24,26,Challenger,0.538,0.462,1.462,2.731,330.0,16.21,388.252,50.988,452.423,1463.504,10.339,3086.867,20.515,0.692
Treefrog,76561198385309176,S24,46,Challenger,0.783,0.522,1.043,2.196,319.739,31.214,409.009,52.177,512.457,1601.462,15.519,3232.604,20.403,1.022
WamBamTYMan-,47e937384e0748e3b3bce914f60f5db6,S24,52,Challenger,0.827,0.692,1.269,2.212,326.442,37.791,366.999,54.614,547.038,1429.977,9.616,3216.682,20.32,1.577
AkTION,76561199024923434,S24,57,Challenger,0.649,0.614,1.316,2.298,334.754,32.167,383.632,50.447,500.456,1518.113,10.031,3181.913,21.188,0.807
EcHo.rll,52270666e5914edb8154fd146b2661b4,S24,15,Challenger,0.6,0.333,1.733,2.2,340.0,28.538,452.027,49.032,397.6,1479.758,10.691,2784.635,19.014,0.733
Frostii,76561198383882853,S24,56,Challenger,0.964,0.464,1.268,2.643,379.893,41.253,415.72,47.282,530.0,1586.698,16.07,3094.805,21.956,1.196
